Number Owned,Card Name,Premium,Set Number,Card Number
4,Amethyst Ring,No,2,146
4,Amethyst Ring,Yes,2,146
4,Cabal Slasher,No,2,147
3,Cabal Slasher,Yes,2,147
4,Cat Burglar,No,2,148
4,Lethrai Memory-Keeper,No,2,149
2,Lethrai Memory-Keeper,Yes,2,149
4,Skeeter,No,2,150
1,Skeeter,Yes,2,150
4,Sorrow's Shroud,No,2,151
5,Spur On,No,2,152
1,Spur On,Yes,2,152
4,Trigger-Happy,No,2,153
4,Means to an End,No,2,154
5,Extract,No,2,155
4,Extract,Yes,2,155
5,Cabal Bludgeoner,No,2,156
5,Cripple,No,2,157
4,Hatecleaver,No,2,158
4,Memory Dredger,No,2,159
4,Relentless Gorehorn,No,2,160
4,Savage Stranger,No,2,161
4,Xenan Fanatic,No,2,162
4,Minotaur Lighthoof,No,2,163
1,"Obrak, the Feaster",No,2,164
4,Umbren Thirster,No,2,165
1,Umbren Thirster,Yes,2,165
4,Direwood Prowler,No,2,166
2,Slimespitter Slug,No,2,167
1,Slimespitter Slug,Yes,2,167
4,Cabal Rogue,No,2,168
4,Inspire Obedience,No,2,169
1,Inspire Obedience,Yes,2,169
4,Sleepless Night,No,2,170
4,Praxis Banner,No,2,171
4,Alluring Ember,No,2,172
4,Champion of Impulse,No,2,173
4,Noble Firemane,No,2,174
5,Journeyman Armorer,No,2,175
1,Journeyman Armorer,Yes,2,175
4,Purify,No,2,176
4,Brilliant Discovery,No,2,177
4,Clever Stranger,No,2,178
2,Diogo Málaga,No,2,179
4,Talir's Choice,No,2,180
4,Shatterglass Mage,No,2,181
4,Workshop Forge,No,2,182
1,Workshop Forge,Yes,2,182
1,Heart of the Vault,No,2,183
4,Sandglass Sentinel,No,2,184
4,Moment of Creation,No,2,185
1,Moment of Creation,No,2,185
4,Skycrag Banner,No,2,186
4,Champion of Fury,No,2,187
2,Champion of Fury,Yes,2,187
5,Kaleb's Choice,No,2,188
4,Rockslide,No,2,189
4,Clan Veteran,No,2,190
1,Clan Veteran,Yes,2,190
1,"Vadius, Clan Father",No,2,191
4,Calderan Cradle,No,2,192
4,Hunter's Harpoon,No,2,193
4,Mortar,No,2,194
4,Storm Glider,No,2,195
4,Towering Stranger,No,2,196
1,Knucklebones,No,2,197
5,Topaz Drake,No,2,198
1,Molot & Nakova,No,2,199
4,Decimation,No,2,200
4,Xenan Banner,No,2,201
1,Xenan Banner,Yes,2,201
4,Blistersting Wasp,No,2,202
4,Bloodcall Invocation,No,2,203
4,"Ayan, the Abductor",No,2,204
4,Shadowlands Bonepicker,No,2,205
1,Shadowlands Bonepicker,Yes,2,205
4,Vara's Choice,No,2,206
4,Banish,No,2,207
1,Banish,Yes,2,207
4,"Katra, the Devoted",No,2,208
4,Xenan Augury,No,2,209
2,Xenan Augury,Yes,2,209
4,Xenan Cupbearer,No,2,210
1,Xenan Cupbearer,Yes,2,210
5,Bloodcall Invoker,No,2,211
4,Mask of Torment,No,2,212
4,Champion of Mystery,No,2,213
4,Prophetic Stranger,No,2,214
4,Worldjoiner,No,2,215
5,Hooru Banner,No,2,216
6,Bring Down,No,2,217
2,Bring Down,Yes,2,217
4,"Kothon, the Far-Watcher",No,2,218
5,Aerialist Trainer,No,2,219
1,Aerialist Trainer,Yes,2,219
4,Eilyn's Choice,No,2,220
6,Spellshield Architect,No,2,221
4,Master's Lesson,No,2,222
4,Shelterwing Rider,No,2,223
5,Shield Bash,No,2,224
1,Shield Bash,Yes,2,224
4,Champion of Order,No,2,225
4,Duelist's Blade,No,2,226
4,Highwind Glider,No,2,227
1,Highwind Glider,Yes,2,227
4,Meditative Stranger,No,2,228
4,"Nostrix, Lord of Visions",No,2,229
4,Aid of the Hooru,No,2,230
4,Argenport Banner,No,2,231
1,Argenport Banner,Yes,2,231
4,Auric Bully,No,2,232
2,Auric Bully,Yes,2,232
4,Auric Vigilante,No,2,233
1,Auric Vigilante,Yes,2,233
1,"Bartholo, the Seducer",No,2,234
4,Bloodletter,No,2,235
1,Bloodletter,Yes,2,235
4,Slay,No,2,236
4,Champion of Vengeance,No,2,237
5,Sanguine Sword,No,2,238
1,Sanguine Sword,Yes,2,238
4,Stonepowder Alchemist,No,2,239
4,Streetwise Informant,No,2,240
4,Bereaved Stranger,No,2,241
4,Inquisitor Makto,No,2,242
4,Rolant's Choice,No,2,243
4,Valkyrie Denouncer,No,2,244
1,Valkyrie Denouncer,Yes,2,244
4,"Grinva, Judge of Battles",No,2,245
4,Argenport Stranger,No,2,246
4,Hooru Stranger,No,2,247
4,Praxis Stranger,No,2,248
4,Reunite,No,2,249
4,Skycrag Stranger,No,2,250
4,Xenan Stranger,No,2,251
1,Xenan Stranger,Yes,2,251
4,Veteran Mercenary,No,2,252
4,Spirit of Resistance,No,2,253
4,Colony Matron,No,2,255
4,Granite Waystone,No,3,1
4,Helpful Doorbot,No,3,2
1,Helpful Doorbot,Yes,3,2
5,Iceberg Frontrunner,No,3,3
4,Kaleb's Intervention,No,3,4
4,Kennelmaster,No,3,5
5,Scrap Hound,No,3,6
2,Scrap Hound,Yes,3,6
4,Combustion Cell,No,3,7
4,Disassembler,No,3,8
4,Into the Furnace,No,3,9
4,Miner's Musket,No,3,10
4,Oni Cavediver,No,3,11
5,Spark Hatcher,No,3,12
4,Unpredictable Outlaw,No,3,13
1,Unpredictable Outlaw,Yes,3,13
4,Yeti Sage,No,3,14
4,Backpacker's Machete,No,3,15
4,Coalscrounger,No,3,16
4,First-Shot Rioter,No,3,17
2,First-Shot Rioter,Yes,3,17
4,Hoof Slash,No,3,18
4,"Milos Izalio, Heir to Rebellion",No,3,19
4,Purge the Darkness,No,3,20
4,Ruby Catalyst,No,3,21
5,Ruincrawler Yeti,No,3,22
3,Scrap Heap,No,3,23
4,Skycrag Huntsman,No,3,24
1,Skycrag Huntsman,Yes,3,24
4,Temple Raider,No,3,25
4,Toppletower,No,3,26
5,Tumblebang,No,3,27
4,Ancient Defenses,No,3,28
4,Barbarian Camp,No,3,29
5,Hellfire Oni,No,3,30
2,"Kyojun, Grand Shugo",No,3,31
4,Stonescar Sawed-Off,No,3,32
5,Wandering Forge,No,3,33
3,Wandering Forge,Yes,3,33
1,Hotbarrel Revolver,No,3,34
4,Inner Fire,No,3,35
4,"Jekk, Hunted Fugitive",No,3,36
4,Parapet Sentry,No,3,37
4,Powderkeg Rider,No,3,38
1,Powderkeg Rider,Yes,3,38
4,Staff of the Archmagister,No,3,39
1,Staff of the Archmagister,Yes,3,39
5,Barkeep's Friend,No,3,40
1,Barkeep's Friend,Yes,3,40
4,Molten Fist,No,3,41
4,Oni Gunwright,No,3,42
1,Sky Terror,No,3,43
4,Sureshot,No,3,44
4,Tempered Sentinel,No,3,45
4,Gearcruncher,No,3,46
4,Improvised Rubbler,No,3,47
1,Great-Kiln Titan,No,3,49
4,Ardent Bravo,No,3,50
1,Ardent Bravo,Yes,3,50
4,Amber Waystone,No,3,51
4,Azurite Prixis,No,3,52
4,Amaran Shoveler,No,3,53
4,Ancient Bauble,No,3,54
1,Ancient Bauble,Yes,3,54
4,Gloaming Wisp,No,3,55
4,Hesitate,No,3,56
5,Lucky Prospector,No,3,57
3,Lucky Prospector,Yes,3,57
5,Talir's Intervention,No,3,58
4,Twilight Hunt,No,3,59
4,Accelerated Impact,No,3,60
4,Ask for Directions,No,3,61
5,Cryptic Etchings,No,3,62
1,Cryptic Etchings,Yes,3,62
5,Disjunction,No,3,63
1,Disjunction,Yes,3,63
6,Nocturnal Creeper,No,3,64
3,Nocturnal Creeper,Yes,3,64
5,Trail Maker,No,3,65
4,Trail Maker,No,3,65
2,Trail Maker,Yes,3,65
4,Trail Maker,Yes,3,65
4,Baying Serasaur,No,3,66
2,Baying Serasaur,Yes,3,66
4,Dig Site,No,3,67
4,Lastlight Infusion,No,3,68
3,Lastlight Infusion,Yes,3,68
4,Lunar Magus,No,3,69
5,Moondial,No,3,70
2,Moondial,Yes,3,70
4,Premonition Wisp,No,3,71
4,Seasoned Spelunker,No,3,72
2,Seasoned Spelunker,Yes,3,72
5,Serene Excavator,No,3,73
4,Ageless Sentinel,No,3,74
2,Ageless Sentinel,Yes,3,74
1,Fantastic Revelation,No,3,75
4,Gear Master,No,3,76
4,Hissing Spiketail,No,3,77
1,Hissing Spiketail,Yes,3,77
4,Insistent Automaton,No,3,78
4,Lost in the Mist,No,3,79
1,Lost in the Mist,Yes,3,79
4,Lumen Reclaimer,No,3,80
4,Sandspitter,No,3,81
1,Sandspitter,Yes,3,81
4,First Watch,No,3,82
1,First Watch,Yes,3,82
4,Fishing Dinoch,No,3,83
4,Frenzied Omnivore,No,3,84
5,Sandbinder Sentinel,No,3,85
1,Stirring Sand,No,3,86
4,Worldbearer Behemoth,No,3,87
2,Worldbearer Behemoth,No,3,87
4,Worldbearer Behemoth,Yes,3,87
4,Invoke the Waystones,No,3,88
5,Panoptic Guardian,No,3,89
6,Timeworn Sentinel,No,3,90
4,Tomb Protector,No,3,91
4,Serasaur Bull,No,3,92
4,"Talir, Unbound",No,3,93
4,Dinosaur Stampede,No,3,94
4,Intriguing Ancient,No,3,95
1,Intriguing Ancient,Yes,3,95
2,Temporal Distortion,No,3,96
4,Scourstone Sentinel,No,3,98
1,Scourstone Sentinel,Yes,3,98
4,Foraging Sauropod,No,3,99
6,Emerald Waystone,No,3,101
4,Soaring Guard,No,3,102
5,Humble Instructor,No,3,103
6,Rolant's Intervention,No,3,104
5,Steady Marshal,No,3,105
4,Wanted Poster,No,3,106
4,Whetstone,No,3,107
4,Copperhall Porter,No,3,108
1,Copperhall Porter,Yes,3,108
4,Crackshot Fugitive,No,3,109
4,Curfew Enforcement,No,3,110
3,Curfew Enforcement,Yes,3,110
5,Rampart Protector,No,3,111
6,Reinvigorate,No,3,112
1,Tax Collector,No,3,113
4,Copperhall Marshal,No,3,114
4,Crownwatch Legionnaire,No,3,115
1,Crownwatch Legionnaire,Yes,3,115
4,Entrapment,No,3,116
1,Entrapment,Yes,3,116
4,Showdown,No,3,117
4,Signal Flag,No,3,118
1,Signal Flag,Yes,3,118
5,Silverwing Smith,No,3,119
4,"Stella, the Shotcaller",No,3,120
4,Tandem Watchwing,No,3,121
1,Tandem Watchwing,Yes,3,121
4,Unseen Commando,No,3,122
4,Valkyrie Cadet,No,3,123
4,Valkyrie Justiciar,No,3,124
1,Valkyrie Justiciar,Yes,3,124
3,"Bisma, Revered Elder",No,3,125
4,Caltrops,No,3,126
5,Curse of Taxation,No,3,127
5,Ground Crew,No,3,128
6,Ironclad Oath,No,3,129
1,Ironclad Oath,Yes,3,129
3,Lawman's Sidearm,No,3,130
4,Rakano Sheriff,No,3,131
4,Shielded Shortbarrel,No,3,132
2,Shielded Shortbarrel,Yes,3,132
4,Shieldsmith,No,3,133
5,Spiritblade Stalker,No,3,134
2,Spiritblade Stalker,Yes,3,134
5,Valkyrie Bodyguard,No,3,135
4,"Amilli, Cloudmarshal",No,3,136
4,Frontier Confessor,No,3,137
4,Hammer of Authority,No,3,138
5,Valkyrie Arcanist,No,3,139
1,Valkyrie Arcanist,Yes,3,139
4,Challenge by Law,No,3,140
4,Crownwatch Quartermaster,No,3,141
4,Emerald Spear,No,3,142
3,Emerald Spear,Yes,3,142
1,Regent's Blade,No,3,143
4,Tower Shield,No,3,144
5,Town Watchman,No,3,145
1,Town Watchman,Yes,3,145
4,Aerial Attendant,No,3,146
4,Crown of Authority,No,3,147
1,Last Stand at the Gate,No,3,148
1,"Minsod, the Peerless",No,3,149
5,Silverwing Rallier,No,3,150
4,Cobalt Waystone,No,3,151
1,Cobalt Waystone,Yes,3,151
4,Eilyn's Intervention,No,3,152
5,Farplace Finder,No,3,153
2,Farplace Finder,Yes,3,153
4,Jump Kick,No,3,154
4,Powderglider,No,3,155
5,Savage Skybrood,No,3,156
4,Sinister Opportunist,No,3,157
2,Sinister Opportunist,Yes,3,157
4,Snow Pelting,No,3,158
4,Darkbolt,No,3,159
4,Darkveil Agent,No,3,160
4,Fearless Yeti,No,3,161
4,Horizon Seeker,No,3,162
4,Iceberg Mason,No,3,163
4,Storm Talisman,No,3,164
4,Strategize,No,3,165
4,Twilight Hermit,No,3,166
4,Unseal,No,3,167
1,Unseal,Yes,3,167
4,Winter's Grasp,No,3,168
1,Winter's Grasp,Yes,3,168
5,Yeti Windflyer,No,3,169
1,Yeti Windflyer,Yes,3,169
4,Daring Pioneer,No,3,170
4,Electropy,No,3,171
4,Lastlight Druid,No,3,172
4,Nocturnal Observer,No,3,173
4,Snowfort,No,3,174
1,Snowfort,Yes,3,174
1,Sunken Tower,No,3,175
4,Voracious Fosora,No,3,176
6,Wild Rider,No,3,177
2,Wild Rider,Yes,3,177
4,Yeti Furflinger,No,3,178
4,Clutchmate,No,3,179
4,Cutbrush Cartographer,No,3,180
5,Freewing Glider,No,3,181
4,Meditation Trainer,No,3,182
4,Nocturnal Kyrex,No,3,183
1,Nocturnal Kyrex,Yes,3,183
4,Regression,No,3,184
4,Slushdumper,No,3,185
1,Slushdumper,Yes,3,185
1,"Thudrock, Arctic Artisan",No,3,186
4,Jotun Feast-Caller,No,3,187
4,Jotun Punter,No,3,188
3,Jotun Punter,Yes,3,188
4,"Lida, Most Skilled",No,3,189
5,Stampede Driver,No,3,190
1,Stampede Driver,Yes,3,190
2,Unchecked Rage,No,3,191
1,"Alu, Death-Dreamer",No,3,192
4,Eilyn's Frostrider,No,3,193
1,Eilyn's Frostrider,Yes,3,193
1,Riddle Game,No,3,194
4,Slope Sergeant,No,3,195
1,Slope Sergeant,Yes,3,195
1,Jotun Birth Song,No,3,196
4,Novice Herdrider,No,3,197
4,Bellowing Thunderfoot,No,3,198
1,Bellowing Thunderfoot,Yes,3,198
4,Surveying Mantasaur,No,3,199
2,Surveying Mantasaur,Yes,3,199
1,Clutchkeeper,No,3,200
4,Amethyst Waystone,No,3,201
6,Affliction,No,3,202
1,Affliction,Yes,3,202
5,Arachnophobia,No,3,203
4,Grenamender,No,3,204
2,Grenamender,Yes,3,204
4,Stonescar Sneak,No,3,205
5,Trusty Revolver,No,3,206
3,Trusty Revolver,Yes,3,206
4,Vara's Intervention,No,3,207
1,Vara's Intervention,Yes,3,207
4,Wisplight,No,3,208
4,Battlefield Scavenger,No,3,209
3,Battlefield Scavenger,Yes,3,209
4,Corrupt,No,3,210
4,Cowardice,No,3,211
1,Cowardice,Yes,3,211
4,Dreamsnatcher,No,3,212
4,Flashy Duelist,No,3,213
1,Flashy Duelist,Yes,3,213
4,Grenadin Bellower,No,3,214
2,Hideout Pistol,No,3,215
4,Infused Strike,No,3,216
2,Infused Strike,Yes,3,216
4,Miris Nightshade,No,3,217
4,Sleeping Draught,No,3,218
6,Unseen Agent,No,3,219
1,Unseen Agent,Yes,3,219
3,"Ashara, Ruthless Assassin",No,3,220
1,Darkclaw Ravager,No,3,221
4,Duskcaller,No,3,222
4,Maimed Watchwing,No,3,223
1,Maimed Watchwing,Yes,3,223
4,Prickly Grenadin,No,3,224
4,Deadly Confrontation,No,3,225
4,Devastating Setback,No,3,226
4,Devious Drone,No,3,227
4,Extinguish,No,3,228
1,Extinguish,Yes,3,228
4,Final-Shot Rioter,No,3,229
4,Street Leecher,No,3,230
4,Vainglory Patrol,No,3,231
1,Vainglory Patrol,Yes,3,231
4,Cover of Darkness,No,3,232
1,Cover of Darkness,Yes,3,232
4,Headsman's Axe,No,3,233
4,Moonlit Gargoyle,No,3,234
4,Shadowlands Tyrant,No,3,235
4,Stonescar Scrapper,No,3,236
5,Triggerman,No,3,237
1,Triggerman,Yes,3,237
4,Umbren Coaxer,No,3,238
1,Umbren Coaxer,Yes,3,238
4,Drifting Death,No,3,239
4,Finback Komonat,No,3,240
1,Finback Komonat,Yes,3,240
4,Gunrustler,No,3,241
4,Malediction Reader,No,3,242
4,Solitude,No,3,243
1,"Zelia, the Vain",No,3,244
4,Dangerous Bargain,No,3,245
4,Repulsive Gorger,No,3,246
3,Repulsive Gorger,Yes,3,246
4,Encroaching Darkness,No,3,247
4,Nametaker,No,3,248
1,Valkyrie Harvester,No,3,249
1,Callous Survivalist,No,3,250
4,Crest of Impulse,No,3,251
1,Crest of Impulse,Yes,3,251
4,Mysterium Orb,No,3,252
4,Monolith Guardian,No,3,253
4,Whirling Duo,No,3,254
1,"Kaleb, Reborn",No,3,255
4,Tinker Dronedropper,No,3,256
6,Iceberg Warchief,No,3,257
5,Auric Record Keeper,No,3,258
1,Auric Record Keeper,Yes,3,258
4,Shush,No,3,259
1,Shush,Yes,3,259
4,Scaletender,No,3,260
4,Crest of Wisdom,No,3,261
5,Deepwood Ranger,No,3,262
4,Crest of Vengeance,No,3,264
3,Crownwatch Traitor,No,3,265
4,Crest of Fury,No,3,266
4,Crest of Cunning,No,3,267
1,Crest of Cunning,Yes,3,267
4,Crest of Chaos,No,3,268
5,Recycler,No,3,269
4,Failed Reflection,No,3,270
5,Duskwalker,No,3,271
1,Duskwalker,Yes,3,271
4,Agile Deathjaw,No,3,272
4,Inquisitor's Halberd,No,3,273
4,Rooftop Vigilante,No,3,274
4,Vicious Highwayman,No,3,275
4,Skywalk Enforcer,No,3,276
4,"Rindra, the Duskblade",No,3,277
1,"Curiox, Insatiable Seeker",No,3,278
5,Common Cause,No,3,279
4,Family Charter,No,3,280
4,Bloodscent Avisaur,No,3,301
4,"Dizo, Cabal Chairman",No,3,302
1,"Brenn, Chronicler of Ages",No,3,303
4,"Svetya, Orene of Kosul",No,3,304
4,Lieutenant Relia,No,3,305
4,Shugo Standard,No,4,1
4,Drifter,No,4,2
1,Drifter,Yes,4,2
4,Feed the Flames,No,4,3
4,Light 'em Up,No,4,4
4,Longbarrel,No,4,5
4,Mindfire,No,4,6
4,Rambot,No,4,7
4,Ankle Cutter,No,4,8
1,Ankle Cutter,Yes,4,8
4,Consuming Flames,No,4,9
4,Flamebelcher,No,4,10
4,Grenarender,No,4,11
4,Hotblood Barbarian,No,4,12
1,Hotblood Barbarian,Yes,4,12
2,Quicktrigger Outlaw,No,4,13
4,Ruination Sledge,No,4,14
4,Scale Seeker,No,4,15
4,Trick Shot,No,4,16
1,Trick Shot,Yes,4,16
4,Factory Quota,No,4,17
5,Flamefang Charmer,No,4,18
5,Frontier Bard,No,4,19
4,Honor the Ancestors,No,4,20
4,Ixtun Merchant,No,4,21
4,Manufacture,No,4,22
1,Manufacture,Yes,4,22
5,Oni Eulogist,No,4,23
4,Refracted Sentinel,No,4,24
1,Refracted Sentinel,Yes,4,24
1,"Rika, Desert Navigator",No,4,25
5,Rusty Grenamotive,No,4,26
5,Warpainter,No,4,27
2,Warpainter,Yes,4,27
4,Won't Be Pretty,No,4,28
4,Clan Wallbreaker,No,4,29
1,Clan Wallbreaker,Yes,4,29
4,"Criva, the Crimson Scythe",No,4,30
2,Dramatist's Mask,No,4,31
5,Iceberg Scattershot,No,4,32
1,Iceberg Scattershot,Yes,4,32
4,Jawbone Greatsword,No,4,33
7,Overheat,No,4,34
4,Scalechannel Sorcerer,No,4,35
5,Welding Torch,No,4,36
1,Welding Torch,Yes,4,36
4,"Zuberi, Outlands Warlord",No,4,37
4,Fiery Fissure,No,4,38
1,Fiery Fissure,Yes,4,38
4,Gravemarker Oni,No,4,39
4,Robobuddy,No,4,40
2,Robobuddy,Yes,4,40
4,Wildfire Censari,No,4,41
2,Birthright,No,4,42
4,Dashing Rapscallion,No,4,43
2,End of the Barrel,No,4,44
4,Pyre Elemental,No,4,45
1,Pyre Elemental,Yes,4,45
4,Core Scavenger,No,4,46
2,Core Scavenger,Yes,4,46
4,Final Shot,No,4,47
2,First Flame,No,4,48
4,Temple Standard,No,4,49
4,Sandstorm Scarf,No,4,50
4,Entrancer,No,4,51
4,Jibbering Jackal,No,4,52
2,Jibbering Jackal,Yes,4,52
5,Journey Guide,No,4,53
1,Journey Guide,Yes,4,53
4,Meditation,No,4,54
1,Meditation,Yes,4,54
4,Pathlighter,No,4,55
4,Randori,No,4,56
4,Staff of Speed,No,4,57
1,Staff of Speed,Yes,4,57
3,Time Flies,No,4,58
4,Training Ground,No,4,59
4,Amaran Armadillo,No,4,60
5,Illumination Wisp,No,4,61
1,Illumination Wisp,Yes,4,61
4,Last Rites,No,4,62
5,Learned Herbalist,No,4,63
4,Living Example,No,4,64
1,Living Example,Yes,4,64
4,Living Offering,No,4,65
1,Living Offering,Yes,4,65
4,Sandglass Parma,No,4,66
4,Teacher of Humility,No,4,67
4,Amaran Stinger,No,4,68
4,Arcanum Hourglass,No,4,69
4,Auralian Merchant,No,4,70
4,Deft Strike,No,4,71
4,Gravetender,No,4,72
1,Gravetender,Yes,4,72
4,Initiation Bell,No,4,73
1,Initiation Bell,Yes,4,73
4,Sirocco Elementalist,No,4,74
4,Watchful Amanera,No,4,75
4,Wurmcalling,No,4,76
4,Fierce Mosaraptor,No,4,77
5,Gathering Lights,No,4,78
1,"Gnash, Pridemaster",No,4,79
4,Insatiable Serasaur,No,4,80
4,Lumen Attendant,No,4,81
5,Primeval Plover,No,4,82
1,Primeval Plover,Yes,4,82
5,Sandspout Mirage,No,4,83
5,Spiteful Lumen,No,4,84
1,Spiteful Lumen,Yes,4,84
5,Stinging Wind,No,4,85
1,Stinging Wind,Yes,4,85
6,Wurmstone,No,4,86
2,Wurmstone,Yes,4,86
4,"Alhed, Mount Breaker",No,4,87
4,Pensive Lumen,No,4,88
4,Vital Arcana,No,4,89
5,Wurmic Chanter,No,4,90
1,End of Days,No,4,91
4,Mistress of Light,No,4,92
1,Thundering Kerasaur,No,4,93
4,Reality Shift,No,4,94
1,Reality Shift,Yes,4,94
4,Subterranean Sentry,No,4,95
1,Subterranean Sentry,Yes,4,95
4,Crownwatch Standard,No,4,97
1,Crownwatch Standard,Yes,4,97
4,Harmless Question,No,4,98
4,Ironfist Faithful,No,4,99
4,Lingering Influence,No,4,100
2,Lingering Influence,Yes,4,100
4,Peacekeeper's Helm,No,4,101
1,Peacekeeper's Helm,Yes,4,101
4,Sharpened Reflex,No,4,102
5,Spire Spellsword,No,4,103
4,Arcane Defense,No,4,104
1,Arcane Defense,Yes,4,104
4,Bar the Gates,No,4,105
4,Barricade,No,4,106
4,Encouragement,No,4,107
4,Miner's Canary,No,4,109
4,Rilgon's Disciple,No,4,110
1,Rilgon's Disciple,Yes,4,110
4,Shamebearer,No,4,111
1,Shamebearer,Yes,4,111
4,Vanquisher's Blade,No,4,112
5,Workshop Tinker,No,4,113
4,Auric Herdward,No,4,114
4,Copperhall Bracers,No,4,115
5,Grit,No,4,116
2,Grit,Yes,4,116
4,Guard Dog,No,4,117
1,Guard Dog,Yes,4,117
4,Herald of the Parliament,No,4,118
4,Kosul Battlemage,No,4,119
4,Longhorn Treasurer,No,4,120
1,Longhorn Treasurer,Yes,4,120
4,Master-at-Arms,No,4,121
1,Master-at-Arms,Yes,4,121
4,Reinforced Baton,No,4,122
4,Rolant's Memorial,No,4,123
4,Saddle Up,No,4,124
2,Saddle Up,Yes,4,124
4,Warrant Officer,No,4,125
4,Winchest Merchant,No,4,126
4,Citywide Ban,No,4,127
1,"Geomar, the Steel Tempest",No,4,128
4,Graceful Calligrapher,No,4,129
1,Graceful Calligrapher,Yes,4,129
4,Resolute Paladin,No,4,130
2,Resolute Paladin,Yes,4,130
4,Sheriff Marley,No,4,131
4,Sheriff's Hat,No,4,132
5,Sky Crew,No,4,133
4,Crownwatch Recruiter,No,4,134
6,Downfall,No,4,135
4,Rampart Arbalest,No,4,136
2,Answer the Call,No,4,137
4,End of the Story,No,4,138
5,Heirloom Blade,No,4,139
4,Ironfist Archon,No,4,140
1,Ironfist Archon,Yes,4,140
4,Silverwing Purgeleader,No,4,141
1,Silverwing Purgeleader,Yes,4,141
5,Silverwing Augmentor,No,4,142
1,Silverwing Augmentor,Yes,4,142
4,Clan Standard,No,4,145
4,Gift of Battle,No,4,146
4,Savage Denial,No,4,147
1,Savage Denial,Yes,4,147
6,Shiver,No,4,148
4,Snowrager,No,4,149
4,Substitute,No,4,150
4,Campfire Watchman,No,4,151
5,Changeestik,No,4,152
3,Changeestik,Yes,4,152
4,Dusk Raider,No,4,153
4,Gruanform,No,4,154
1,Gruanform,Yes,4,154
4,Honored Skyguard,No,4,155
4,Huddle Together,No,4,156
1,Huddle Together,Yes,4,156
5,Iceberg Hailshrieker,No,4,157
1,Iceberg Hailshrieker,Yes,4,157
4,Portent Reader,No,4,159
5,Read the Stars,No,4,160
1,Read the Stars,Yes,4,160
4,Snowfort Trumpeter,No,4,161
1,Snowfort Trumpeter,Yes,4,161
5,Tend the Flock,No,4,162
5,Torrential Downpour,No,4,163
4,Acquisitive Crow,No,4,164
4,Advance Scout,No,4,165
4,Aerial Battle,No,4,166
4,Entangling Vines,No,4,167
4,Horde Plunderer,No,4,168
4,Jennev Merchant,No,4,169
5,Lethrai Darkstalker,No,4,170
4,Lethrai Secretweaver,No,4,171
4,Rabid Yeti,No,4,172
4,Temple Shihan,No,4,173
1,Temple Shihan,Yes,4,173
3,Breeze Dancer,No,4,174
4,Galeprowler,No,4,175
2,Galeprowler,Yes,4,175
4,Icicle Marksman,No,4,176
4,Resurface,No,4,177
5,Scavenging Spikeback,No,4,178
1,Scavenging Spikeback,Yes,4,178
4,Spiritward Shaman,No,4,179
4,"Aeva, Eilyn's Elite",No,4,180
3,Big Brother,No,4,181
4,First-Frost Shaman,No,4,182
4,Gleaming Shield,No,4,183
4,Sack the City,No,4,184
4,Speardiver,No,4,185
2,Speardiver,Yes,4,185
4,Cliffside Caretaker,No,4,186
1,Cliffside Caretaker,Yes,4,186
1,End of Hostilities,No,4,187
4,Moonlight Huntress,No,4,188
4,Shamanic Blast,No,4,189
5,Enraged Araktodon,No,4,190
1,"Kenna, Shaman of the Scale",No,4,191
4,Thunder Giant,No,4,192
5,Cabal Standard,No,4,193
4,Harbinger's Bite,No,4,194
4,Horrifying Helm,No,4,195
1,Horrifying Helm,Yes,4,195
4,Sewer Sludge,No,4,196
4,Spitefeeder,No,4,197
1,Spitefeeder,Yes,4,197
4,Xenan Lifespeaker,No,4,198
2,Xenan Lifespeaker,Yes,4,198
4,Abduct,No,4,199
4,Back-Alley Delinquent,No,4,200
2,Back-Alley Delinquent,Yes,4,200
4,Blackhall Warleader,No,4,201
5,Cull the Deck,No,4,202
4,Fearbinder,No,4,203
4,Fenris Nightshade,No,4,204
1,Fenris Nightshade,Yes,4,204
4,Feral Spiteling,No,4,205
4,Lethrai Target Caller,No,4,206
4,Lock Horns,No,4,207
1,Lock Horns,Yes,4,207
5,Lunging Wisp,No,4,208
1,Lunging Wisp,Yes,4,208
5,Magenta Wisp,No,4,209
2,Magenta Wisp,Yes,4,209
4,Territorial Elf,No,4,210
4,Thief's Pick,No,4,211
4,Afterimage,No,4,212
1,Afterimage,Yes,4,212
5,Banished Umbren,No,4,213
4,Coronal Umbren,No,4,214
1,Coronal Umbren,Yes,4,214
4,Daggerclaw Howler,No,4,215
2,Daggerclaw Howler,Yes,4,215
4,Hair-Trigger Pistol,No,4,216
3,Hair-Trigger Pistol,Yes,4,216
4,Kerendon Merchant,No,4,217
4,Marionette Cross,No,4,218
4,Sporebreath,No,4,219
4,Surgeon's Saw,No,4,220
4,Umbren Deathwatcher,No,4,221
4,Void Drummer,No,4,222
4,Wingbrewer,No,4,223
4,Burglarize,No,4,224
4,Corrupted Umbren,No,4,225
1,Corrupted Umbren,Yes,4,225
4,Holdup,No,4,226
3,Holdup,Yes,4,226
4,Kyrex Coach Driver,No,4,227
4,Lethrai Provocateur,No,4,228
1,"Mazag, the Waking Terror",No,4,229
6,Shadowstalker,No,4,230
4,Soulbringer,No,4,231
4,Transmogrifier,No,4,232
1,Transmogrifier,Yes,4,232
4,Vile Varmint,No,4,233
4,Betray the Cause,No,4,234
